# step cn bias_eV energy_eV temperature_K
240000 0.003273 9.8497327108e-01 -273323.781250 300.75
240500 0.003767 9.8751452899e-01 -273323.906250 291.54
241000 0.005576 9.9312614215e-01 -273323.718750 302.13
241500 0.004612 9.9220227266e-01 -273322.437500 318.07
242000 0.005478 9.9556727292e-01 -273324.531250 302.64
242500 0.004947 9.9565158296e-01 -273323.562500 312.05
243000 0.003540 9.9364422977e-01 -273324.656250 292.20
243500 0.002840 9.9329923321e-01 -273324.250000 282.89
244000 0.002730 9.9436792933e-01 -273322.968750 314.75
244500 0.002700 9.9562372938e-01 -273324.562500 294.17
245000 0.001934 9.9509305612e-01 -273324.250000 306.19
245500 0.002635 9.9811648960e-01 -273324.781250 278.47
246000 0.002246 9.9849196650e-01 -273323.812500 300.83
246500 0.003741 1.0033934650e+00 -273323.437500 300.64
247000 0.003013 1.0029513735e+00 -273323.718750 286.64
247500 0.002792 1.0037156660e+00 -273324.156250 299.00
248000 0.002536 1.0043942463e+00 -273323.562500 284.96
248500 0.002480 1.0055498064e+00 -273324.000000 304.30
