# step cn bias_eV energy_eV temperature_K
239000 0.037882 6.7975734659e-01 -275288.781250 299.63
239500 0.035179 6.7649036769e-01 -275287.812500 298.61
240000 0.041072 6.9360929136e-01 -275288.656250 276.84
240500 0.040440 6.9518562950e-01 -275289.156250 307.86
241000 0.041341 7.0032111672e-01 -275288.093750 306.69
241500 0.033519 6.8476267825e-01 -275288.093750 289.08
242000 0.078254 7.8303300873e-01 -275287.437500 310.08
242500 0.083726 7.9508060269e-01 -275287.250000 314.60
243000 0.089779 8.0753129276e-01 -275287.812500 306.83
243500 0.054780 7.4329489097e-01 -275287.843750 276.25
244000 0.086567 8.0704444865e-01 -275288.312500 295.97
244500 0.084196 8.0525381838e-01 -275288.750000 278.86
245000 0.091080 8.1891227157e-01 -275291.531250 288.90
245500 0.069252 7.8224474290e-01 -275288.968750 294.34
246000 0.075387 7.9630786897e-01 -275288.406250 312.08
246500 0.045277 7.3580469129e-01 -275288.875000 296.58
247000 0.037137 7.1931580576e-01 -275287.906250 319.66
247500 0.035385 7.1790781365e-01 -275290.500000 298.28
248000 0.041520 7.3545394570e-01 -275289.812500 291.91
248500 0.036232 7.2553372807e-01 -275287.593750 280.46
249000 0.039635 7.3650015626e-01 -275288.281250 287.03
249500 0.033309 7.2388769885e-01 -275289.531250 316.39
250000 0.037949 7.3798362168e-01 -275287.625000 295.48
250500 0.031960 7.2605482287e-01 -275289.937500 305.15
251000 0.031821 7.2849692285e-01 -275289.093750 286.52
251500 0.034111 7.3691930144e-01 -275287.531250 310.51
252000 0.039197 7.5192245914e-01 -275289.625000 295.70
252500 0.060355 8.0152634361e-01 -275288.812500 310.33
253000 0.042760 7.6516136431e-01 -275287.812500 295.78
253500 0.034817 7.4867915361e-01 -275288.250000 305.73
254000 0.046593 7.7910204358e-01 -275290.843750 304.37
254500 0.041215 7.6906701888e-01 -275289.812500 297.59
255000 0.032948 7.5157057966e-01 -275288.187500 316.10
255500 0.033446 7.5539868447e-01 -275288.375000 282.25
256000 0.036108 7.6449167300e-01 -275290.218750 286.54
256500 0.048698 7.9637149015e-01 -275289.468750 292.39
257000 0.034496 7.6534899125e-01 -275289.750000 308.58
257500 0.040877 7.8320816335e-01 -275289.687500 300.26
258000 0.052943 8.1285451980e-01 -275286.937500 274.95
258500 0.037364 7.7939111231e-01 -275288.343750 286.55
259000 0.039220 7.8625200609e-01 -275288.562500 273.39
259500 0.049074 8.1132092742e-01 -275289.375000 300.07
260000 0.039686 7.9192105010e-01 -275288.562500 268.97
260500 0.030756 7.7237771790e-01 -275287.843750 301.34
261000 0.034566 7.8431124877e-01 -275287.625000 302.29
261500 0.032249 7.8094646429e-01 -275288.000000 281.12
262000 0.024077 7.6244308108e-01 -275286.937500 297.46
262500 0.024507 7.6608869250e-01 -275287.312500 301.41
263000 0.028018 7.7766293472e-01 -275287.531250 283.80
263500 0.028529 7.8138689249e-01 -275288.125000 288.08
264000 0.027281 7.8058253653e-01 -275287.843750 291.19
264500 0.037066 8.0737394547e-01 -275288.812500 310.72
265000 0.022379 7.7241514745e-01 -275289.093750 280.51
265500 0.020039 7.6863450449e-01 -275289.875000 299.71
